Name,Size,Type,CR,AC,HP,Speeds,Align.,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,Additional,Font,Author
"Beholder, Spectator",Medium,Aberration,3.00,14,39,20 fly,LN,8,14,14,13,14,11,"INT, WIS, CHA",Perception,Proneimmu,Darkvision 120,"Deep Speech, Undercommon","Antimagic Cone, Lair, Legendary",Monster Manual,Wizards of the Coast
Black Earth Priest,Medium,Humanoid (Human),3.00,17,45,30,NE,15,11,14,12,10,16,None,"Intimidation, Religion, Persuasion",None,Normal,"Common, Terran",Normal Spellcasting,Princes of the Apocalypse,Wizards of the Coast
Bugbear Chief,Medium,Humanoid,3.00,17,65,30,CE,17,14,14,11,12,11,None,"Intimidation, Stealth, Survival",None,Darkvision 60,"Common, Goblin","Brute, Hearth of Hruggek, Surprise Attack",Monster Manual,Wizards of the Coast
Cave Fisher,Medium,Monstrosity,3.00,16,58,"20, climb 20",U,16,13,14,3,10,3,None,"Perception, Stealth",None,Blindsight 60,None,"Adhesive Filament, Flammable Blood, Spider Climb",Volo's Guide to Monsters,Wizards of the Coast
"Chitine, Choldrith",Medium,Monstrosity,3.00,15,66,"30, climb 30",CE,12,16,12,11,14,10,None,"Athletics, Religion, Stealth",None,Darkvision 60,Undercommon,"Fey Ancestry, Normal Spellcasting, Spider Climb, Sunlight Sensitivity, Web Sense, Web Walker",Volo's Guide to Monsters,Wizards of the Coast
"Crushing Wave, Dark Tide Knight",Medium,Humanoid (Human),3.00,13,58,30,LE,17,16,14,10,11,11,None,"Athletics, Stealth",None,Normal,Common,Bonded Mount,Princes of the Apocalypse,Wizards of the Coast
"Crushing Wave, One-Eyed Shiver",Medium,Humanoid (Human),3.00,12,49,30,CE,10,14,12,13,13,17,None,"Arcana, Perception, Intimidation",Coldimmu,Normal,Common,Chilling Mist,Princes of the Apocalypse,Wizards of the Coast
Deathlock Wight,Medium,Undead,3.00,12,37,30,NE,11,14,16,12,14,16,WIS,"Arcana, Perception","Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Any,"Innate Spellcasting, Sunlight Sensitivity",Mordenkainen's Tome of Foes,Wizards of the Coast
Deep Scion,Medium,Humanoid (Shapechanger),3.00,11,67,"30, swim 40",NE,18,13,16,10,12,14,"WIS, CHA","Deception, Insight, Sleight of Hand, Stealth",None,Darkvision 120,"Aquan, Common, Thieves' Cant","Shapechanger, Amphibious",Volo's Guide to Monsters,Wizards of the Coast
"Demon, Bulezau",Medium,Fiend (Demon),3.00,14,52,40,CE,15,14,17,8,9,6,None,None,"Coldres, fireres, lightningres, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Abyssal, telepathy 60","Rotting Presence, Standing Leap, Sure-Footed",Mordenkainen's Tome of Foes,Wizards of the Coast
Derro Savant,Small,Humanoid (Derro),3.00,13,36,30,CE,9,14,12,11,5,14,None,Stealth,None,Darkvision 120,"Dwarvish, Undercommon","Magic Resistance, Normal Spellcasting, Sunlight Sensitivity",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Bearded",Medium,Fiend (Devil),3.00,13,52,30,LE,16,15,15,9,11,11,"STR, CON, WIS",None,"Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120","Devil's Sight, Magic Resistance, Steadfast",Monster Manual,Wizards of the Coast
"Dinosaur, Ankylosaurus",Huge,Beast,3.00,15,68,30,U,19,11,15,2,12,5,None,None,None,Normal,None,None,Monster Manual,Wizards of the Coast
Displacer Beast,Large,Monstrosity,3.00,13,85,40,LE,18,15,16,6,12,8,None,None,None,Darkvision 60,None,"Avoidance, Displacement",Monster Manual,Wizards of the Coast
Doppelganger,Medium,Monstrosity,3.00,14,52,30,N,11,18,14,11,12,14,None,"Deception, Insight",Charmedimmu,Darkvision 60,Common,"Shapechanger, Ambusher, Surprise Attack",Monster Manual,Wizards of the Coast
"Dragon, Chromatic, Blue, Wyrmling",Medium,Dragon,3.00,17,52,"30, 15 burrow, fly 60",LE,17,10,15,12,11,15,"DEX, CON, WIS, CHA","Perception, Stealth",Lightningimmu,"Blindsight 30, darkvision 120","Common, Draconic",None,Monster Manual,Wizards of the Coast
"Dragon, Metallic, Gold, Wyrmling",Medium,Dragon,3.00,17,60,"30, fly 60, swim 30",LG,19,14,17,14,11,16,"DEX, CON, WIS, CHA","Perception, Stealth",Fireimmu,"Blindsight 10, darkvision 60",Draconic,Amphibious,Monster Manual,Wizards of the Coast
Duergar Screamer,Medium,Construct,3.00,15,38,20,LE,18,7,12,5,5,5,None,None,"Poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Dwarvish,Engine of Pain,Mordenkainen's Tome of Foes,Wizards of the Coast
Eternal Flame Priest,Medium,Humanoid (Human),3.00,12,52,30,NE,12,15,14,10,11,16,None,"Deception, Intimidation, Religion",Fireres,Normal,"Common, Ignan",Normal Spellcasting,Princes of the Apocalypse,Wizards of the Coast
Flail Snail,Large,Elemental,3.00,16,52,10,U,17,5,20,3,10,5,None,None,"Fireimmu, poisonimmu, poisonedimmu","Darkvision 60, tremorsense 60",None,"Antimagic Shell, Flail Tentacles",Volo's Guide to Monsters,Wizards of the Coast
Giant Ice Toad,Large,Monstrosity,3.00,14,52,30,N,16,13,14,8,10,6,None,None,Coldimmu,Darkvision 60,Own,"Amphibious, Cold Aura, Standing Leap",Tales from the Yawning Portal,Wizards of the Coast
Giant Lightning Eel,Large,Beast,3.00,13,42,"5, swim 30",U,11,17,16,2,12,3,None,None,Lightningres,Blindsight 60,None,Water Breathing,Tales from the Yawning Portal,Wizards of the Coast
Giant Snapping Turtle,Large,Beast,3.00,17,75,"30, swim 40",U,19,10,14,2,12,5,None,None,None,Darkvision 60,None,"Amphibious, Stable",Tomb of Annihilation,Wizards of the Coast
Giff,Medium,Humanoid,3.00,16,60,30,LN,18,14,17,11,12,12,None,None,None,Normal,Common,"Headfirst Charge, Firearms Knowledge",Mordenkainen's Tome of Foes,Wizards of the Coast
Githyanki Warrior,Medium,Humanoid,3.00,17,49,30,LE,15,14,12,13,13,10,"CON, INT, WIS",None,None,Normal,Own,Innate Spellcasting,Monster Manual,Wizards of the Coast
Grell,Medium,Aberration,3.00,12,55,"10, fly 30",NE,15,14,13,12,11,9,None,"Perception, Stealth","Lightningimmu, blindedimmu, proneimmu",Blindsight 60,Own,None,Monster Manual,Wizards of the Coast
"Hag, Green",Medium,Fey,3.00,17,82,30,NE,18,12,16,13,14,14,None,"Arcana, Deception, Perception, Stealth",None,Darkvision 60,"Common, Draconic, Sylvan","Amphibious, Innate Spellcasting, Mimicry",Monster Manual,Wizards of the Coast
Hell Hound,Medium,Fiend,3.00,15,45,50,LE,17,12,14,6,13,6,None,Perception,Fireimmu,Darkvision 60,Infernal,"Keen Hearing, Keen Smell, Pack Tactics",Monster Manual,Wizards of the Coast
Hobgoblin Captain,Medium,Humanoid,3.00,17,39,30,LE,15,14,14,12,10,13,None,None,None,Darkvision 60,"Common, Goblin",Martial Advantage,Monster Manual,Wizards of the Coast
Hook Horror,Large,Monstrosity,3.00,15,75,"30, climb 30",N,18,10,15,6,12,7,None,Perception,None,"Blindsight 60, darkvision 10",None,"Echolocation, Keen Hearing",Monster Manual,Wizards of the Coast
"Howling Hatred, Skyweaver",Medium,Humanoid (Human),3.00,12,44,30,CE,8,14,12,11,10,16,None,"Deception, Persuasion",None,Normal,"Auran, Common",Normal Spellcasting,Princes of the Apocalypse,Wizards of the Coast
Kalka-Kylla,Large,Monstrosity,3.00,15,85,"30, swim 30",N,17,12,16,15,16,12,None,"Deception, Insight, Stealth",None,Blindsight 30,Olman,"Amphibious, False Appearance, Shell",Tales from the Yawning Portal,Wizards of the Coast
Leucrotta,Large,Monstrosity,3.00,14,67,50,CE,18,14,15,9,12,6,None,"Deception, Perception",None,Darkvision 60,"Abyssal, Gnoll","Keen Smell, Kicking Retreat, Mimicry, Rampage",Volo's Guide to Monsters,Wizards of the Coast
"Lycanthrope, Werewolf",Medium,Humanoid,3.00,12,58,40,CE,15,13,14,10,11,10,None,"Perception, Stealth","Nonmagicalimmu, nonsilveredimmu",Normal,Common,"Shapechanger, Keen Hearing, Keen Smell",Monster Manual,Wizards of the Coast
Manticore,Large,Monstrosity,3.00,14,68,"30, fly 50",LE,17,16,17,7,12,8,None,None,None,Darkvision 60,Common,Tail Spike Regrowth,Monster Manual,Wizards of the Coast
Minotaur,Large,Monstrosity,3.00,14,76,40,CE,18,11,16,6,16,9,None,Perception,None,Darkvision 60,Abyssal,"Charge, Labyrinthine Recall, Reckless",Monster Manual,Wizards of the Coast
"Misc. Creature, Giant Scorpion",Large,Beast,3.00,15,52,40,U,15,13,15,1,9,3,None,None,None,Blindsight 60,None,None,Monster Manual,Wizards of the Coast
"Misc. Creature, Killer Whale",Huge,Beast,3.00,12,90,swim 60,U,19,10,13,3,12,7,None,Perception,None,Blindsight 120,None,"Echolocation, Hold Breath, Keen Hearing",Monster Manual,Wizards of the Coast
"Misc. Creature, Phase Spider",Large,Monstrosity,3.00,13,32,"30, climb 30",U,15,15,12,6,10,6,None,Stealth,None,Darkvision 60,None,"Ethereal Jaunt, Spider Climb, Web Walker",Monster Manual,Wizards of the Coast
"Misc. Creature, Winter Wolf",Large,Monstrosity,3.00,13,75,50,NE,18,13,14,7,12,8,None,"Perception, Stealth",Coldimmu,Normal,"Common, Giant, Own","Keen Hearing, Keen Smell, Pack Tactics, Snow Camouflage",Monster Manual,Wizards of the Coast
Mummy,Medium,Undead,3.00,11,58,20,LE,16,8,15,6,10,12,WIS,None,"Fireweak, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,Any,None,Monster Manual,Wizards of the Coast
Neogi,Small,Aberration,3.00,15,33,"30, climb 30",LE,6,16,14,13,12,15,None,"Intimidation, Perception",None,Darkvision 60,"Common, Deep SPeech, Undercommon","Mental Fortitude, Spider Climb",Volo's Guide to Monsters,Wizards of the Coast
Nightmare,Large,Fiend,3.00,13,68,"60, fly 90",NE,18,15,16,10,13,15,None,None,Fireimmu,Normal,"Abyssal, Common, Infernal","Confer Fire Resistance, Illumination",Monster Manual,Wizards of the Coast
"NPC, Archer",Medium,Humanoid (Any Race),3.00,16,75,30,ANY,11,18,16,11,13,10,None,"Acrobatics, Perception, Stealth",None,Normal,Any,Archer's Eye,Volo's Guide to Monsters,Wizards of the Coast
"NPC, Illusionist",Medium,Humanoid (Any Race),3.00,12,38,30,ANY,9,14,13,16,11,12,"INT, WIS","Arcana, History",None,Normal,Any,"Normal Spellcasting, Displacement",Volo's Guide to Monsters,Wizards of the Coast
"NPC, Knight",Medium,Humanoid,3.00,18,52,30,ANY,16,11,14,11,11,15,"CON, WIS",None,None,Normal,Any,Brave,Monster Manual,Wizards of the Coast
"NPC, Martial Arts Adept",Medium,Humanoid (Any Race),3.00,16,60,40,ANY,11,17,13,11,16,10,None,"Acrobatics, Insight, Stealth",None,Normal,Any,Unarmored Defense,Volo's Guide to Monsters,Wizards of the Coast
"NPC, Swashbuckler",Medium,Humanoid (Any Race),3.00,17,66,30,NOT LAWFUL,12,18,12,14,11,15,None,"Acrobatics, Athletics, Persuasion",None,Normal,Any,"Lightfooted, Suave Defense",Volo's Guide to Monsters,Wizards of the Coast
"NPC, Veteran",Medium,Humanoid,3.00,17,58,30,ANY,16,13,14,10,11,10,None,"Athletics, Perception",None,Normal,Any,None,Monster Manual,Wizards of the Coast
Ogre Chain Brute,Large,Giant,3.00,11,59,40,CE,19,8,16,5,7,7,None,None,None,Darkvision 60,"Common, Giant",None,Mordenkainen's Tome of Foes,Wizards of the Coast
Orc Red Fang of Shargaas,Medium,Humanoid (Orc),3.00,15,52,30,CE,11,16,15,9,11,9,None,"Intimidation, Perception, Stealth",None,Darkvision 60,"Common, Orc","Cunning Action, Hand of Shargaas, Shargaas' Sight, Slayer",Volo's Guide to Monsters,Wizards of the Coast
Owlbear,Large,Monstrosity,3.00,13,59,40,U,20,12,17,3,12,7,None,Perception,None,Darkvision 60,None,"Keen Sight, Keen Smell",Monster Manual,Wizards of the Coast
Phantom Warrior,Medium,Undead,3.00,16,45,30,ANY,16,11,16,8,10,15,None,"Perception, Stealth","Nonmagicalres, coldimmu, necroticimmu, poisonimmu",Darkvision 60,Any,"Ethereal Sight, Incorporeal Movement, Spectral Armor and Shield",Curse of Strahd,Wizards of the Coast
Redcap,Small,Fey,3.00,13,45,25,CE,18,13,18,10,12,9,None,"Athletics, Perception",None,Darkvision 60,"Common, Sylvan","Iron Boots, Outsize Strength",Volo's Guide to Monsters,Wizards of the Coast
Siren,Medium,Fey,3.00,14,38,"30, swim 30",CG,10,18,12,13,14,16,None,"Medicine, Nature, Stealth, Survival",None,Darkvision 60,"Common, Elvish, Sylvan","Amphibious, INnate Spellcasting, Magic Resistance",Tales from the Yawning Portal,Wizards of the Coast
Slithering Tracker,Medium,Ooze,3.00,14,32,"30, climb 30, swim 30",CE,16,19,15,10,14,11,None,Stealth,"COldweak,fireweak, nonmagicalres, blindedimmu, deafenedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, unconsciousimmu",Blindsight 120,Any,"Ambusher, Damage Transfer, False Appearance, Keen Tracker, Liquid Form, Spider Climb, Watery Stealth",Volo's Guide to Monsters,Wizards of the Coast
Sword Wraith Warrior,Medium,Undead,3.00,16,45,30,LE,18,12,17,6,9,10,None,None,"Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu, unconsciousimmu",Darkvision 60,Any,Martial Fury,Mordenkainen's Tome of Foes,Wizards of the Coast
Trapper,Large,Monstrosity,3.00,13,85,"10, climb 10",U,17,10,17,2,13,4,None,Stealth,None,"Blindsight 30, darkvision 60",None,"False Appearance, Spider Climb",Volo's Guide to Monsters,Wizards of the Coast
Troglodyte Champion of Laogzed,Medium,Humanoid (Troglodyte),3.00,14,59,30,CE,18,12,18,8,12,12,None,"Athletics, Intimidation, Stealth",None,Darkvision 60,Own,"Chameleon Skin, Stench, Sunlight Sensitivity",Out of the Abyss,Wizards of the Coast
Vampiric Mist,Medium,Undead,3.00,13,30,fly 30,CE,6,16,16,6,12,7,WIS,None,"Acidres, coldres, lightningres, necroticres, thunderres, nonmagicalres, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,None,"Life Sense, Forbiddance, Misty Form, Sunlight Hypersensitivity",Mordenkainen's Tome of Foes,Wizards of the Coast
Water Weird,Large,Elemental,3.00,13,58,swim 60,N,17,16,13,11,10,10,None,None,"Fireres, nonmagicalres, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, poisonedimmu, restrainedimmu, proneimmu, unconsciousimmu",Blindsight 30,Aquan,"Invisible in Water, Water Bound",Monster Manual,Wizards of the Coast
Wight,Medium,Undead,3.00,14,45,30,NE,15,14,16,10,13,15,None,"Perception, Stealth","Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Any,Sunlight Sensitivity,Monster Manual,Wizards of the Coast
Yakfolk Warrior,Large,Monstrosity,3.00,11,60,30,NE,18,11,15,14,15,14,None,"Deception, Survival",None,Normal,"Common, Yikaria",Possession,Storm King's Thunder,Wizards of the Coast
Yeti,Large,Monstrosity,3.00,12,51,"40, climb 40",CE,18,13,16,8,12,7,None,"Perception, Stealth",Coldimmu,Darkvision 60,Own,"Fear of Fire, Keen Smell, Snow Camouflage",Monster Manual,Wizards of the Coast
Yuan-Ti Malison,Medium,Monstrosity,3.00,12,66,30,NE,16,14,13,14,12,16,None,"Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic","Shapechanger, Innate Spellcasting, Magic Resistance, Malison Type",Monster Manual,Wizards of the Coast
"Yugoloth, Merreno",Medium,Fiend (Yugoloth),3.00,13,40,"30, swim 40",NE,8,17,10,17,14,11,"DEX, INT","History, Nature, Perception, Survival","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60","Innate Spellcasting, Magic Resistance, Magic Weapons, Teleport, Lair",Mordenkainen's Tome of Foes,Wizards of the Coast
"Zombie, Ankylosaurus",Huge,Undead,3.00,14,68,20,U,19,9,15,2,6,3,None,None,"Poisonimmu, poisonedimmu",Darkvision 60,None,Undead Fortitude,Tomb of Annihilation,Wizards of the Coast
"Zombie, Girallon",Large,Undead,3.00,11,59,"30, climb 30",CE,18,12,16,3,7,5,None,None,"Poisonimmu, poisonedimmu",Darkvision 60,None,"Aggressive, Undead Fortitude",Tomb of Annihilation,Wizards of the Coast
Banshee,Medium,Undead,4.00,12,58,40 fly,CE,1,14,10,12,11,17,"WIS, CHA",None,"Acidres, fireres, lightningres, thunderres, nonmagicalres, coldimmu, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,"Common, Elvish","Detect Life, Incorporeal Movement",Monster Manual,Wizards of the Coast
Barghest,Large,Fiend (Shapechanger),4.00,17,90,60,NE,19,15,14,13,12,14,None,"Deception, Intimidation, Perception, Stealth","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Common, Goblin, Infernal, telepathy 60","Shapechanger, Fire Banishment, Keen Smell, Innate Spellcasting",Volo's Guide to Monsters,Wizards of the Coast
"Black Earth, Burrowshark",Medium,Humanoid (Human),4.00,18,82,30,NE,18,12,16,10,11,13,None,"Animal Handling, Athletics, Intimidation, Perception",None,Normal,Common,Bond of the Black Earth,Princes of the Apocalypse,Wizards of the Coast
"Black Earth, Stonemelder",Medium,Humanoid (Human),4.00,17,75,30,NE,15,10,16,12,11,17,None,"Intimidation, Perception",None,Tremorsense 30,"Common, Terran","Death Burst, Normal Spellcasting",Princes of the Apocalypse,Wizards of the Coast
Chuul,Large,Aberration,4.00,16,93,"30, 30 swim",CE,19,10,16,5,11,5,None,Perception,"Poisonimmu, poisonedimmu",Darkvision 60,Deep Speech,"Amphibious, Sense Magic",Monster Manual,Wizards of the Coast
"Clockwork, Iron Cobra",Medium,Construct,4.00,13,45,30,U,12,16,14,3,10,1,None,Stealth,"Poisonimmu, nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Creator,Magic Resistance,Mordenkainen's Tome of Foes,Wizards of the Coast
"Clockwork, Stone Defender",Medium,Construct,4.00,16,52,30,U,19,10,17,3,10,1,None,None,"Poisonimmu,nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Creator,"False Appearance, Magic Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
Couatl,Medium,Celestial,4.00,19,97,"30, 90 fly",LG,16,20,17,18,20,18,"CON, WIS, CHA",None,"Radiantres, psychicimmu, nonmagicalimmu",Truesight 120,"All, telepathy 120","Innate Spellcasting, Magic Weapons, Shielded Mind",Monster Manual,Wizards of the Coast
Deathlock,Medium,Undead,4.00,12,36,30,NE,11,15,10,14,12,16,"INT, CHA","Arcana, History","Necroticres, nonmagicalres, nonsilveredres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Any,"Innate Spellcasting, Normal Spellcasting, Turn Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
Decapus,Large,Monstrosity,4.00,14,75,"15, climb 30",U,15,14,14,4,10,7,None,"Athletics, Perception, Stealth",None,Darkvision 60,None,None,The Tortle Package,Wizards of the Coast
"Demon, Babau",Medium,Fiend (Demon),4.00,16,82,40,CE,19,16,16,11,12,13,None,"Perception, Stealth","Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 120,Abyssal,Innate Spellcasting,Volo's Guide to Monsters,Wizards of the Coast
"Demon, Dybbuk",Medium,Fiend (Demon),4.00,14,37,40 fly,CE,6,19,16,16,15,14,None,"Deception, Intimidation, Perception","Acidres, coldres, fireres, lightiningres, thunderres, nonmagicalres, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restraindeimmu",Darkvision 120,"Abyssal, Common, telepathy 120","Incorporeal Movement, Innate Spellcasting, Magic Resistance, Violate Corpse",Mordenkainen's Tome of Foes,Wizards of the Coast
"Demon, Shadow",Medium,Fiend (Demon),4.00,13,66,"30, fly 30",CE,1,17,12,14,13,14,"DEX, CHA",Stealth,"Radiantweak, acidres, fireres, necroticres, thunderres, nonmagicalres, coldimmu, lightningimmu, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 120,"Abyssal, telepathy 120","Incorporeal Movement, Light Sensitivity, Shadow Stealth",Monster Manual,Wizards of the Coast
"Devil, Merregon",Medium,Fiend (Devil),4.00,16,45,30,LE,18,14,17,6,12,8,None,None,"Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, frightenedimmu, poisonedimmu",Darkvision 60,"Infernal, telepathy 120","Devil's Sight, Magic Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
"Dinosaur, Stegosaurus",Huge,Beast,4.00,13,76,40,U,20,9,17,2,11,5,None,None,None,Normal,None,None,Volo's Guide to Monsters,Wizards of the Coast
"Dragon, Chromatic, Red, Wyrmling",Medium,Dragon,4.00,17,75,"40, climb 40, fly 80",CE,19,10,17,12,11,15,"DEX, CON, WIS, CHA","Perception, Stealth",Fireimmu,"Blindsight 30, darkvision 120",Draconic,None,Monster Manual,Wizards of the Coast
Ettin,large,Giant,4.00,12,85,40',CE,21,8,17,6,10,8,None,Perception,None,Darkvision 60,"Giant, Orc","Two Heads, Wakeful",Monster Manual,Wizards of the Coast
Flameskull,Tiny,Undead,4.00,13,40,fly 40,NE,1,17,14,16,10,11,None,"Arcana, Perception","Lightningres, necroticres, piercingres, coldimmu, fireimmu, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,Common,"Illumination, Magic Resistance, Rejuvenation, Normal Spellcasting",Monster Manual,Wizards of the Coast
